,ta,rh,vel,met,clo,thermal_sensation
35740,21.4,29.6,0.08,1.1,,-3.0
35741,21.78,28.0,0.08,1.1,,-2.0
35742,21.08,30.88,0.08,1.1,0.8400000000000001,-2.0
35743,22.04,29.6,0.08,1.1,0.8,-1.0
35744,21.72,30.24,0.08,1.2,1.06,-2.0
35745,21.4,29.6,0.08,1.2,1.06,-1.0
35746,22.1,28.64,0.08,1.2,1.06,-1.0
35747,21.34,29.92,0.08,1.2,,-1.0
35748,22.17,29.6,0.08,1.2,,-1.0
35749,20.96,34.6,0.08,1.24,,1.0
35750,21.34,31.2,0.08,1.4,,0.0
35751,21.34,,0.08,1.2,,-1.0
35752,21.72,30.24,0.08,1.208,,-2.0
35753,21.21,29.6,0.08,1.18,0.8200000000000001,-2.0
35754,21.78,28.0,0.08,1.16,0.8200000000000001,-2.0
35755,21.08,30.88,0.08,1.21,0.8,-2.0
35756,22.04,29.6,0.08,1.2,0.8,-1.0
35757,21.72,30.24,0.08,1.2,0.6900000000000001,0.0
35758,21.4,29.6,0.08,2.0,0.7500000000000001,1.0
35759,22.1,28.64,0.08,1.6,0.7500000000000001,0.0
35760,20.96,34.6,0.08,1.2,0.7200000000000001,0.0
35761,21.21,29.6,0.08,1.6,0.7200000000000001,1.0
35762,20.96,,0.08,1.2,0.6200000000000001,0.0
35763,21.72,,0.08,1.2,0.6900000000000001,0.0
35764,21.4,29.6,0.08,1.2,0.7300000000000001,0.0
35765,21.78,28.0,0.08,1.2,0.7300000000000001,1.0
35766,20.96,34.6,0.08,1.2,0.7300000000000001,1.0
35767,21.34,30.24,0.08,1.2,0.7300000000000001,1.0
35768,21.72,,0.08,1.17,0.6900000000000001,0.0
35769,20.89,29.6,0.08,1.18,0.6900000000000001,-2.0
35770,21.78,28.0,0.08,1.28,0.6900000000000001,0.0
35771,21.08,30.88,0.08,1.18,0.6900000000000001,1.0
35772,22.04,29.6,0.08,1.18,0.6900000000000001,3.0
35773,21.72,28.96,0.08,1.3714285714285714,1.3,1.0
35774,21.66,29.6,0.08,1.02,0.97,0.0
35775,22.49,28.96,0.08,1.0,0.87,2.0
35776,20.96,34.6,0.08,1.3,0.56,-1.0
35777,21.34,28.96,0.08,1.24,0.7200000000000001,0.0
35778,21.47,29.6,0.08,1.2,0.67,-1.0
35779,21.85,28.64,0.08,1.2,0.67,-2.0
35780,21.4,29.92,0.08,1.2,0.7200000000000001,-1.0
35781,22.1,29.6,0.08,1.2,0.7200000000000001,0.0
35782,21.15,34.6,0.08,1.24,0.77,1.0
35783,21.34,31.2,0.08,1.2,0.77,0.0
35784,20.96,,0.08,1.2,0.95,-1.0
35785,22.5,33.1,0.0,1.28,1.05,-1.0
35786,22.5,34.0,0.01,1.26,0.9,1.0
35787,22.5,33.8,0.02,1.36,0.9,0.0
35788,23.0,32.6,0.01,1.28,0.63,0.0
35789,23.7,32.1,0.02,1.34,1.0,1.0
35790,23.1,33.0,0.02,1.6,1.0,0.0
35791,22.5,34.0,0.01,1.0,0.72,-2.0
35792,22.4,32.6,0.02,2.0,0.72,1.0
35793,23.0,32.6,0.01,1.2,0.72,1.0
35794,23.2,31.5,0.03,2.0,0.72,1.0
35795,22.5,34.6,0.03,1.19,0.81,0.0
35796,23.0,32.6,0.01,1.202,0.81,0.0
35797,23.7,32.5,0.04,1.18,0.81,0.0
35798,23.1,33.0,0.02,1.4,0.81,0.0
35799,23.9,33.4,0.0,1.6,0.81,0.0
35800,23.0,31.7,0.0,1.208,0.81,0.0
35801,22.4,31.1,0.02,1.3,1.34,-2.0
35802,22.2,31.9,0.03,1.32,0.94,-3.0
35803,22.7,31.8,0.01,1.28,1.12,-2.0
35804,22.9,30.9,0.04,1.32,1.97,-2.0
35805,21.5,33.5,0.02,1.29,1.97,-2.0
35806,23.6,31.7,0.01,1.31,1.72,-2.0
35807,23.4,33.9,0.0,1.33,1.72,-2.0
35808,23.4,28.6,0.01,1.31,1.72,-2.0
35809,22.4,31.1,0.02,1.32,0.9,0.0
35810,22.5,34.0,0.01,1.24,0.9,1.0
35811,22.2,31.9,0.03,1.22,0.9,-1.0
35812,22.6,32.6,0.02,1.24,0.9,-1.0
35813,23.5,32.2,0.04,1.46,0.57,-1.0
35814,23.0,33.4,0.01,1.3,0.57,0.0
35815,23.6,31.7,0.01,1.84,0.9,1.0
35816,23.0,31.7,0.0,1.24,0.9,1.0
35817,22.9,28.3,0.0,1.36,1.0,0.0
35818,23.1,32.0,0.01,1.11,0.73,0.0
35819,23.1,32.7,0.01,1.14,0.73,0.0
35820,23.9,33.4,0.0,1.24,0.73,0.0
35821,22.4,30.2,0.0,1.14,0.73,0.0
35822,21.72,30.24,0.08,1.36,0.8500000000000001,0.0
35823,21.72,29.28,0.08,1.4,0.6100000000000001,0.0
35824,22.1,29.6,0.08,1.4,0.7100000000000001,0.0
35825,21.72,30.24,0.08,1.21,0.6200000000000001,0.0
35826,21.72,29.28,0.08,1.18,0.6200000000000001,0.0
35827,22.04,29.6,0.08,1.19,0.6200000000000001,1.0
35828,21.66,29.6,0.08,,,0.0
35829,21.72,27.0,0.08,1.24,0.42,-1.0
35830,21.72,26.7,0.08,1.24,0.42,1.0
35831,22.1,27.0,0.08,1.24,0.6900000000000001,1.0
35832,20.96,27.0,0.08,1.24,0.7200000000000001,-1.0
35833,21.72,28.5,0.08,1.24,0.6200000000000001,1.0
35834,20.96,28.5,0.08,1.24,0.7200000000000001,-1.0
35835,21.34,30.2,0.08,1.24,0.52,1.0
35836,21.72,,0.08,,0.6200000000000001,1.0
35837,21.72,30.24,0.08,1.6,0.8800000000000001,1.0
35838,21.72,29.28,0.08,1.36,0.8600000000000001,-1.0
35839,22.1,28.64,0.08,1.6,0.8600000000000001,1.0
35840,21.34,29.92,0.08,1.6,,2.0
35841,22.17,29.6,0.08,1.6,,2.0
35842,21.72,,0.08,1.1,0.6200000000000001,0.0
35843,21.72,27.0,0.08,1.2,0.67,0.0
35844,21.72,27.0,0.08,1.2,,0.0
35845,22.04,27.0,0.08,1.2,,-1.0
35846,21.72,28.5,0.08,1.2,0.7000000000000001,0.0
35847,22.49,27.0,0.08,1.2,0.7000000000000001,-1.0
35848,20.96,28.5,0.08,1.2,0.7200000000000001,-1.0
35849,21.34,30.2,0.08,1.2,0.7200000000000001,-2.0
35850,24.42,31.9,0.03,1.28,0.55,2.0
35851,23.26,33.18,0.03,2.0,0.6000000000000001,0.0
35852,23.26,33.5,0.03,1.18,0.6000000000000001,0.0
35853,19.9,26.9,0.09,1.15,0.73,3.0
35854,19.4,25.1,0.09,1.16,0.73,1.0
35855,19.8,21.7,0.09,1.1166666666666667,0.73,2.0
35856,20.2,26.3,0.09,1.2,0.73,2.0
35857,20.0,22.8,0.09,1.19,0.73,2.0
35858,20.1,27.2,0.09,1.2,1.0,-1.0
35859,19.3,24.3,0.09,1.2,0.72,-1.0
35860,19.9,22.5,0.09,1.2,0.72,-1.0
35861,19.9,26.0,0.09,1.2,0.72,-1.0
35862,20.2,25.7,0.09,1.2,0.72,-1.0
35863,19.6,22.8,0.08,1.2,0.72,-3.0
35864,19.8,25.7,0.09,1.18,1.61,-1.0
35865,19.6,26.9,0.09,1.18,1.61,2.0
35866,19.8,24.0,0.09,1.22,1.61,1.0
35867,19.9,22.5,0.09,1.1,1.61,0.0
35868,19.8,25.7,0.09,1.26,1.03,-1.0
35869,20.2,25.7,0.09,1.84,1.03,1.0
35870,19.7,22.8,0.09,1.1,1.58,-2.0
35871,19.8,22.2,0.09,1.4,1.58,0.0
35872,19.6,22.8,0.08,1.04,1.49,1.0
35873,20.2,27.2,0.09,1.4,0.73,0.0
35874,19.4,24.6,0.09,1.19,0.72,-2.0
35875,20.2,25.7,0.09,1.2,0.72,-1.0
35876,19.6,22.8,0.08,1.02,0.72,0.0
35877,23.26,,0.03,1.26,1.12,1.0
35878,23.51,30.4,0.03,1.18,0.66,1.0
35879,23.26,31.0,0.03,1.24,0.66,0.0
35880,24.03,31.3,0.03,1.28,0.66,0.0
35881,22.87,33.18,0.03,1.24,0.66,2.0
35882,24.42,31.9,0.03,1.22,0.66,1.0
35883,23.0,38.3,0.03,1.24,0.66,-1.0
35884,19.8,25.7,0.09,1.2,1.66,-1.0
35885,20.0,27.2,0.09,1.21,1.66,-1.0
35886,19.7,26.0,0.09,2.0,1.66,-1.0
35887,19.8,26.9,0.09,1.6,1.51,0.0
35888,20.2,26.3,0.09,1.72,0.93,0.0
35889,19.4,24.3,0.09,1.58,0.83,0.0
35890,19.8,22.2,0.09,1.54,0.83,1.0
35891,19.6,22.8,0.08,1.14,1.41,0.0
35892,19.8,26.6,0.09,1.35,1.06,-3.0
35893,20.1,27.2,0.09,1.27,1.06,-2.0
35894,19.4,26.3,0.09,1.2,0.98,-1.0
35895,20.2,25.7,0.09,1.3444444444444446,0.98,-2.0
35896,19.4,24.3,0.09,1.28,0.98,-3.0
35897,19.8,22.8,0.09,1.16,1.03,-3.0
35898,19.6,22.8,0.08,1.24,1.11,-3.0
35899,19.4,25.7,0.09,1.11,0.81,1.0
35900,20.1,22.8,0.09,1.24,0.81,0.0
35901,19.8,25.7,0.09,1.22,0.94,-1.0
35902,20.2,25.7,0.09,1.06,0.94,0.0
35903,19.5,23.4,0.09,1.28,0.87,0.0
35904,20.0,22.8,0.09,1.21,0.87,0.0
35905,19.6,22.8,0.08,1.06,0.87,0.0
35906,19.8,25.7,0.09,1.14,0.85,-2.0
35907,19.2,24.6,0.09,1.34,0.85,-2.0
35908,19.6,22.8,0.08,1.22,0.77,-2.0
35909,20.8,25.7,0.09,1.24,0.9,2.0
35910,21.0,27.2,0.09,1.6,0.62,2.0
35911,21.3,22.8,0.09,1.28,0.71,2.0
35912,21.0,,0.09,1.16,0.56,0.0
35913,21.3,22.8,0.09,1.22,0.84,0.0
35914,20.8,22.8,0.08,1.2,0.56,-1.0
35915,21.0,27.2,0.09,1.15,1.36,-1.0
35916,20.6,25.7,0.09,1.45,1.06,0.0
35917,21.0,26.0,0.09,1.28,1.06,0.0
35918,21.3,25.1,0.09,1.2,1.06,0.0
35919,20.8,25.7,0.09,1.24,0.75,-2.0
35920,21.0,27.2,0.09,1.21,0.75,-1.0
35921,20.6,25.7,0.09,1.24,0.76,-2.0
35922,21.3,23.1,0.09,1.21,0.76,-2.0
35923,20.6,24.6,0.09,1.12,0.9,0.0
35924,21.3,22.8,0.09,1.12,0.9,0.0
35925,20.8,22.8,0.08,1.19,1.33,-2.0
35926,20.8,25.7,0.09,1.28,0.7,-3.0
35927,21.0,27.2,0.09,1.16,0.95,1.0
35928,20.7,25.1,0.09,1.38,1.58,1.0
35929,21.3,22.8,0.09,1.28,1.58,1.0
35930,20.8,26.3,0.09,1.18,1.58,2.0
35931,21.3,26.9,0.09,1.17,1.58,-1.0
35932,20.4,24.6,0.09,1.32,1.58,-2.0
35933,21.3,22.8,0.09,1.24,1.58,-1.0
35934,20.8,25.7,0.09,1.2,0.87,0.0
35935,21.0,26.6,0.09,1.2,0.87,0.0
35936,20.4,25.7,0.09,1.2,0.88,0.0
35937,21.3,22.8,0.09,1.2,0.82,0.0
35938,20.8,26.3,0.09,1.2,0.82,-1.0
35939,21.3,26.9,0.09,1.2,0.82,0.0
35940,20.2,24.3,0.09,1.22,0.82,0.0
35941,21.3,22.8,0.09,1.2,0.82,-2.0
35942,20.6,24.3,0.08,1.3,0.69,0.0
35943,23.26,,0.03,1.208,0.66,0.0
35944,23.64,29.12,0.03,1.208,0.66,0.0
35945,23.26,31.0,0.03,1.22,0.66,0.0
35946,23.84,30.7,0.03,1.28,0.66,0.0
35947,23.06,33.5,0.03,1.208,0.66,0.0
35948,24.42,31.0,0.03,1.36,0.66,-1.0
35949,20.8,25.7,0.09,1.2,1.05,0.0
35950,21.0,27.2,0.09,1.2,0.78,0.0
35951,20.4,25.7,0.09,1.2,0.83,0.0
35952,21.0,24.0,0.09,1.2,0.83,2.0
35953,20.8,26.3,0.09,1.2,0.83,0.0
35954,21.3,27.2,0.09,1.2,0.83,1.0
35955,20.6,24.3,0.08,1.2,0.83,0.0
35956,20.8,25.7,0.09,1.68,0.75,1.0
35957,21.0,26.6,0.09,1.26,0.75,0.0
35958,20.6,25.7,0.09,1.2,0.87,0.0
35959,21.2,23.7,0.09,1.2,0.87,0.0
35960,21.0,26.0,0.09,1.2,0.62,1.0
35961,21.3,26.9,0.09,1.2,0.62,1.0
35962,20.2,24.3,0.09,1.2,0.75,0.0
35963,21.2,24.3,0.09,1.2,0.72,0.0
35964,19.9,24.3,0.08,1.6,0.62,1.0
35965,21.0,26.6,0.09,1.26,0.7,2.0
35966,20.9,24.6,0.09,1.15,0.72,2.0
35967,21.3,22.8,0.09,1.26,0.72,3.0
35968,21.0,26.0,0.09,1.209090909090909,0.7,0.0
35969,21.3,25.7,0.09,1.36,0.7,3.0
35970,21.0,26.6,0.09,1.16,0.7,0.0
35971,20.1,26.0,0.09,1.28,0.7,0.0
35972,20.8,26.3,0.09,1.18,0.7,-1.0
35973,20.1,,0.09,1.05,1.48,-2.0
35974,21.3,22.8,0.09,1.4,1.48,1.0
35975,20.1,26.9,0.09,1.3,0.84,-1.0
35976,21.3,27.2,0.09,1.28,0.84,2.0
35977,20.6,24.6,0.09,1.32,0.9,0.0
35978,21.3,22.8,0.09,1.32,0.9,1.0
35979,21.0,27.2,0.09,1.22,0.78,1.0
35980,20.6,25.7,0.09,1.3,0.78,1.0
35981,21.3,23.1,0.09,1.21,0.73,0.0
35982,20.4,24.6,0.09,1.21,0.73,1.0
35983,21.3,22.8,0.09,1.22,0.76,0.0
35984,21.0,26.6,0.09,1.23,1.35,0.0
35985,20.4,25.7,0.09,1.21,1.33,0.0
35986,21.2,23.7,0.09,1.22,0.74,1.0
35987,21.3,22.8,0.09,1.2,0.74,1.0
35988,20.1,24.3,0.08,1.18,1.35,0.0
35989,20.8,25.7,0.09,1.18,0.67,0.0
35990,21.0,27.2,0.09,1.4555555555555555,0.67,0.0
35991,21.0,24.3,0.09,1.39,0.67,0.0
35992,21.3,22.8,0.09,1.19,0.7,0.0
35993,21.0,25.7,0.09,1.38,0.67,0.0
35994,21.3,26.3,0.09,1.85,0.67,0.0
35995,21.0,22.8,0.09,1.19,0.67,0.0
35996,21.3,22.8,0.09,1.2,,0.0
35997,20.8,22.8,0.08,1.19,,1.0
35998,20.4,25.7,0.09,1.0,0.83,-2.0
35999,21.0,24.0,0.09,1.14,0.83,-2.0
36000,21.0,26.0,0.09,1.13,1.33,-2.0
36001,21.0,,0.09,1.07,1.33,1.0
36002,20.4,24.6,0.09,1.24,1.33,-2.0
36003,19.9,24.3,0.08,1.07,0.73,0.0
36004,20.7,26.9,0.09,1.36,0.57,0.0
36005,20.1,26.0,0.09,1.36,0.62,-1.0
36006,21.3,22.8,0.09,1.36,0.62,-2.0
36007,20.6,24.6,0.09,1.36,0.6,0.0
36008,21.3,22.8,0.09,1.36,0.6,-1.0
36009,20.1,24.3,0.08,1.28,0.62,0.0
36010,20.4,25.7,0.09,1.2,1.48,0.0
36011,21.0,24.0,0.09,1.2,1.48,1.0
36012,20.8,26.3,0.09,1.2,0.75,0.0
36013,21.3,26.9,0.09,1.2,0.75,1.0
36014,20.6,24.6,0.09,1.2,1.0,0.0
36015,21.3,22.8,0.09,1.2,1.0,1.0
36016,20.6,23.7,0.08,1.2,0.73,-1.0
36017,21.0,27.2,0.09,1.32,0.75,3.0
36018,20.9,24.6,0.09,1.24,0.52,1.0
36019,21.3,22.8,0.09,1.28,0.52,2.0
36020,20.6,24.6,0.09,1.23,0.75,-2.0
36021,21.3,22.8,0.09,1.24,0.75,1.0
36022,23.4,27.2,0.09,1.2,0.72,2.0
36023,22.8,25.7,0.09,1.22,0.52,2.0
36024,23.5,23.7,0.09,1.24,0.52,3.0
36025,22.8,26.9,0.09,1.25,0.52,2.0
36026,23.4,26.9,0.09,1.21,0.52,3.0
36027,22.2,24.3,0.09,1.22,0.52,2.0
36028,23.4,23.1,0.09,1.22,0.52,3.0
36029,23.4,27.2,0.09,1.18,1.33,1.0
36030,23.2,26.0,0.09,1.2,1.33,0.0
36031,22.5,24.6,0.09,1.21,1.26,-3.0
36032,23.4,24.0,0.09,1.2,1.26,0.0
36033,23.0,22.8,0.08,1.21,0.83,0.0
36034,23.4,27.2,0.09,1.2,0.77,1.0
36035,22.6,25.7,0.09,1.2,0.77,0.0
36036,23.4,24.0,0.09,1.1,0.77,1.0
36037,22.8,26.9,0.09,1.2,0.77,0.0
36038,23.4,26.9,0.09,1.2,0.77,2.0
36039,22.5,24.6,0.09,1.2,0.77,-1.0
36040,23.4,22.8,0.09,1.2,0.77,2.0
36041,22.7,23.7,0.08,1.2,0.77,1.0
36042,23.4,27.2,0.09,1.16,1.2,1.0
36043,22.8,25.7,0.09,1.16,1.2,-1.0
36044,23.8,22.8,0.09,1.16,1.2,0.0
36045,23.4,24.3,0.09,1.16,1.2,0.0
36046,23.0,22.8,0.08,1.18,1.2,0.0
36047,23.3,23.4,0.09,1.3,1.01,-2.0
36048,23.4,22.8,0.09,1.18,0.73,1.0
36049,22.7,26.0,0.09,1.36,0.58,1.0
36050,23.4,27.2,0.09,1.36,0.57,3.0
36051,23.0,25.1,0.09,1.25,1.23,1.0
36052,23.8,22.5,0.09,1.25,0.72,3.0
36053,22.9,26.3,0.09,1.4,,1.0
36054,23.8,26.3,0.09,1.44,,1.0
36055,23.4,22.8,0.09,1.33,,1.0
36056,23.0,22.8,0.08,1.24,0.58,1.0
36057,22.0,26.0,0.09,1.19,0.75,1.0
36058,23.7,23.1,0.09,1.2,0.75,2.0
36059,23.3,26.0,0.09,1.2,0.84,-1.0
36060,23.8,26.3,0.09,1.19,0.84,2.0
36061,22.5,24.6,0.09,1.23,0.84,0.0
36062,23.4,22.8,0.09,1.18,0.84,1.0
36063,22.4,24.3,0.08,1.2,1.42,-1.0
36064,23.4,27.2,0.09,1.13,0.72,2.0
36065,23.0,25.1,0.09,1.17,0.72,1.0
36066,23.8,22.5,0.09,1.16,0.72,1.0
36067,23.3,26.0,0.09,1.24,0.72,1.0
36068,23.3,23.4,0.09,1.22,0.72,1.0
36069,23.0,22.8,0.08,1.17,0.75,1.0
36070,22.49,30.7,0.03,1.1,0.7000000000000001,0.0
36071,24.03,31.3,0.03,1.6,0.7000000000000001,2.0
36072,22.9,26.3,0.09,,0.96,2.0
36073,23.4,27.2,0.09,,0.96,3.0
36074,22.6,25.7,0.09,1.18,0.63,1.0
36075,23.3,27.2,0.09,1.18,0.63,0.0
36076,22.6,25.7,0.09,1.18,0.63,1.0
36077,23.8,22.5,0.09,1.24,0.63,0.0
36078,22.9,26.3,0.09,1.08,0.73,1.0
36079,23.1,24.6,0.09,1.16,0.73,2.0
36080,23.4,22.8,0.09,1.18,0.73,2.0
36081,23.4,27.2,0.09,1.28,0.62,-1.0
36082,23.0,25.1,0.09,1.28,0.72,0.0
36083,23.7,23.1,0.09,1.28,1.3,2.0
36084,23.3,26.0,0.09,1.26,0.62,0.0
36085,23.4,27.2,0.09,1.26,0.62,1.0
36086,22.5,24.6,0.09,1.25,1.3,-1.0
36087,23.4,22.8,0.09,1.28,1.3,1.0
36088,22.4,24.3,0.08,1.21,1.3,-1.0
36089,23.4,27.2,0.09,1.12,0.78,1.0
36090,22.6,25.7,0.09,1.18,0.78,-1.0
36091,23.8,22.5,0.09,1.1,0.78,0.0
36092,22.6,25.7,0.09,1.66,0.71,-1.0
36093,23.4,27.2,0.09,1.06,0.71,1.0
36094,22.8,25.7,0.09,1.26,0.71,0.0
36095,23.8,22.5,0.09,1.43,0.71,1.0
36096,22.6,25.7,0.09,1.25,0.7,2.0
36097,23.2,26.9,0.09,1.36,0.7,1.0
36098,23.3,24.3,0.09,1.27,0.7,3.0
36099,23.4,24.0,0.09,1.24,0.7,2.0
36100,22.9,26.3,0.09,1.28,0.68,0.0
36101,23.3,25.7,0.09,1.208,0.68,3.0
36102,23.3,23.4,0.09,1.208,0.7,0.0
36103,23.4,24.0,0.09,1.36,0.7,1.0
36104,23.0,22.8,0.08,1.4,0.6,0.0
36105,23.4,27.2,0.09,1.18,0.87,0.0
36106,23.4,24.3,0.09,1.18,0.87,1.0
36107,23.4,27.2,0.09,1.34,0.75,2.0
36108,20.6,25.7,0.09,1.67,0.6,1.0
36109,21.0,22.8,0.09,1.4,0.6,0.0
36110,20.3,26.0,0.09,1.12,0.69,0.0
36111,21.0,22.8,0.09,1.12,0.69,1.0
36112,20.6,27.2,0.09,1.11,0.95,1.0
36113,21.4,26.3,0.09,1.17,0.95,2.0
36114,21.2,22.8,0.09,1.21,0.95,1.0
36115,20.4,24.3,0.08,1.19,0.52,2.0
36116,21.0,25.7,0.09,1.12,1.45,-1.0
36117,21.0,26.6,0.09,1.09,1.45,-1.0
36118,20.3,26.0,0.09,1.01,1.45,-1.0
36119,21.0,23.7,0.09,1.04,1.45,-1.0
36120,20.6,27.2,0.09,1.1,1.45,0.0
36121,21.3,27.2,0.09,1.1,1.45,0.0
36122,20.1,24.3,0.09,1.14,1.45,-1.0
36123,21.0,24.0,0.09,1.05,1.45,0.0
36124,21.0,22.8,0.09,1.16,1.45,-2.0
36125,21.0,25.7,0.09,1.32,0.78,0.0
36126,21.0,27.2,0.09,1.3,0.78,0.0
36127,20.6,25.7,0.09,1.18,0.78,-1.0
36128,21.0,23.1,0.09,1.34,0.78,0.0
36129,20.8,26.3,0.09,1.35,0.78,0.0
36130,21.4,26.3,0.09,1.25,0.78,0.0
36131,20.6,24.3,0.09,1.3,0.78,0.0
36132,21.0,,0.09,1.32,0.78,0.0
36133,21.0,22.8,0.08,1.1888888888888889,0.78,0.0
36134,21.0,25.7,0.09,1.28,0.84,0.0
36135,21.1,27.2,0.09,1.2,0.84,1.0
36136,20.1,26.9,0.09,,0.84,0.0
36137,21.0,24.0,0.09,1.18,0.84,0.0
36138,20.6,27.2,0.09,1.18,0.84,0.0
36139,21.0,25.7,0.09,1.2,0.84,0.0
36140,20.4,24.3,0.09,1.19,0.84,0.0
36141,21.0,24.0,0.09,1.19,0.84,0.0
36142,20.0,24.3,0.08,1.198,0.84,0.0
36143,21.0,25.7,0.09,1.21,0.9,1.0
36144,21.1,27.2,0.09,1.21,0.9,1.0
36145,20.6,25.7,0.09,1.1,0.9,2.0
36146,21.0,21.1,0.09,1.2,0.9,1.0
36147,20.6,27.2,0.09,1.2,0.9,1.0
36148,21.1,26.0,0.09,1.2,0.9,1.0
36149,20.1,24.3,0.09,1.2,0.9,1.0
36150,19.6,24.3,0.09,1.55,1.48,1.0
36151,21.0,23.4,0.09,1.0,0.87,0.0
36152,21.0,24.3,0.09,1.22,0.87,0.0
36153,20.4,24.3,0.08,1.18,0.78,0.0
36154,21.0,27.2,0.09,1.2,0.78,0.0
36155,20.8,25.1,0.09,1.2,0.78,-2.0
36156,21.0,22.8,0.09,1.2,0.7,0.0
36157,21.0,24.6,0.09,1.2,0.73,2.0
36158,21.0,22.5,0.09,1.2,0.73,2.0
36159,21.0,26.0,0.09,1.19,0.73,2.0
36160,21.3,25.7,0.09,,0.73,2.0
36161,21.0,24.6,0.09,1.2,0.75,0.0
36162,21.0,22.5,0.09,1.2,0.75,-1.0
36163,21.0,26.0,0.09,1.2,0.57,1.0
36164,21.3,27.2,0.09,1.2,0.57,0.0
36165,20.6,24.3,0.09,1.2,0.55,0.0
36166,21.2,22.8,0.09,1.2,0.55,1.0
36167,20.9,23.7,0.08,1.2,,0.0
36168,21.0,27.2,0.09,1.2,0.87,0.0
36169,20.1,26.9,0.09,1.18,0.77,0.0
36170,21.0,22.8,0.09,1.2,0.77,-1.0
36171,20.6,26.9,0.09,1.2,1.02,-1.0
36172,20.8,24.0,0.09,1.2,0.95,0.0
36173,21.2,22.8,0.09,1.2,0.95,-1.0
36174,20.8,32.9,0.25,1.1,0.73,1.0
36175,20.9,34.6,0.25,1.15,0.73,1.0
36176,20.8,31.2,0.25,1.15,0.73,-1.0
36177,21.3,29.6,0.25,1.2,0.73,-1.0
36178,21.0,33.9,0.25,1.23,0.73,0.0
36179,20.7,30.6,0.29,1.1,0.73,0.0
36180,21.0,31.2,0.2,1.1,0.73,1.0
36181,20.7,29.6,0.26,1.17,0.73,-2.0
36182,20.8,32.9,0.25,1.2,0.62,0.0
36183,20.9,34.6,0.25,1.38,0.62,1.0
36184,20.8,31.9,0.25,1.18,0.72,0.0
36185,21.2,,0.25,1.14,0.72,1.0
36186,20.8,33.2,0.25,1.38,0.72,0.0
36187,21.0,33.9,0.25,1.22,0.72,0.0
36188,20.7,30.6,0.29,1.2,0.72,0.0
36189,20.7,29.9,0.2,1.2,0.72,0.0
36190,20.8,29.6,0.26,1.18,0.72,0.0
36191,21.1,,0.26,1.22,0.73,2.0
36192,20.7,34.3,0.25,1.2,0.73,0.0
36193,21.0,33.9,0.25,1.18,0.73,2.0
36194,20.7,31.2,0.29,1.24,0.73,1.0
36195,20.8,29.6,0.26,1.22,0.73,0.0
36196,20.9,34.6,0.25,1.24,1.64,-2.0
36197,20.5,32.9,0.25,1.22,1.64,1.0
36198,21.0,29.6,0.25,1.2,1.11,1.0
36199,20.3,34.3,0.25,1.22,1.11,-1.0
36200,21.0,34.6,0.25,1.28,1.64,1.0
36201,19.3,31.2,0.29,1.2,1.64,0.0
36202,20.9,31.2,0.2,1.2,1.36,1.0
36203,20.6,29.6,0.26,1.22,0.94,1.0
36204,20.9,34.6,0.25,1.18,0.73,-1.0
36205,20.8,31.9,0.25,1.22,0.73,0.0
36206,21.3,29.6,0.25,1.28,0.73,0.0
36207,20.9,34.3,0.25,1.22,0.73,-2.0
36208,21.0,34.6,0.25,1.28,0.73,-2.0
36209,20.7,30.6,0.29,1.28,0.73,-1.0
36210,20.7,29.6,0.2,1.28,0.73,-1.0
36211,20.8,32.9,0.25,1.18,1.06,1.0
36212,20.8,34.6,0.25,1.18,1.06,1.0
36213,18.9,33.6,0.25,1.2,1.06,0.0
36214,21.2,29.6,0.25,1.24,1.06,0.0
36215,19.5,32.9,0.25,1.17,1.06,0.0
36216,21.0,33.9,0.25,1.26,1.06,0.0
36217,20.7,29.9,0.29,1.29,1.06,0.0
36218,21.0,31.2,0.2,1.18,1.06,0.0
36219,20.8,29.6,0.26,1.22,1.06,0.0
36220,20.8,32.9,0.25,1.2,0.71,0.0
36221,20.8,34.6,0.25,1.18,0.71,0.0
36222,21.0,33.9,0.25,1.2,0.71,0.0
36223,21.0,34.6,0.25,1.2,0.71,0.0
36224,20.9,34.6,0.25,1.18,1.2,0.0
36225,20.8,31.2,0.25,1.1666666666666667,1.33,-1.0
36226,21.2,28.6,0.25,1.18,1.33,-1.0
36227,20.8,33.2,0.25,1.1666666666666667,1.33,-1.0
36228,20.9,33.2,0.25,1.1333333333333333,1.33,-1.0
36229,20.7,31.2,0.29,1.21,1.33,-1.0
36230,20.8,30.6,0.2,1.19,1.33,-1.0
36231,20.8,29.6,0.26,1.18,1.33,-1.0
36232,20.8,31.2,0.25,,1.02,-3.0
36233,21.1,28.0,0.25,,0.87,-1.0
36234,21.0,33.9,0.25,,1.55,-2.0
36235,20.9,33.2,0.25,,0.93,-2.0
36236,20.7,30.6,0.29,,0.87,-2.0
36237,20.7,29.9,0.2,,0.87,-2.0
36238,20.8,29.6,0.26,,0.71,-2.0
36239,20.9,34.6,0.25,1.16,1.08,-2.0
36240,20.8,31.2,0.25,1.16,0.98,-3.0
36241,21.3,29.6,0.25,1.82,0.98,-3.0
36242,20.9,34.3,0.25,1.18,1.08,-3.0
36243,21.0,34.6,0.25,1.22,1.66,0.0
36244,20.8,34.6,0.25,,1.0,-1.0
36245,20.8,31.2,0.25,,0.96,-1.0
36246,21.3,29.6,0.25,,1.0,-2.0
